id,order_id,product_id,quantity,price,discount,_fivetran_synced,_fivetran_deleted
o_00136_l1,o_00136,p_030,1,93.70,0.00,2026-06-17 11:35:50,false
o_00136_l2,o_00136,p_045,2,110.44,11.04,2026-06-17 11:35:50,false
o_00136_l3,o_00136,p_056,2,121.80,0.00,2026-06-17 11:35:50,false
o_00136_l4,o_00136,p_021,1,160.25,40.06,2026-06-17 11:35:50,false
o_00137_l1,o_00137,p_035,1,43.16,0.00,2026-07-28 08:16:50,false
o_00138_l1,o_00138,p_037,3,147.94,14.79,2026-07-18 21:51:50,false
o_00138_l2,o_00138,p_032,3,54.68,0.00,2026-07-18 21:51:50,false
o_00138_l3,o_00138,p_026,3,246.54,0.00,2026-07-18 21:51:50,false
o_00139_l1,o_00139,p_032,3,349.38,87.34,2026-06-19 05:06:50,false
o_00139_l2,o_00139,p_036,3,142.58,14.26,2026-06-19 05:06:50,false
o_00140_l1,o_00140,p_027,1,105.70,0.00,2026-06-14 02:11:50,false
o_00141_l1,o_00141,p_035,1,149.86,0.00,2026-07-16 09:11:50,false
o_00141_l2,o_00141,p_043,3,128.07,12.81,2026-07-16 09:11:50,false
o_00142_l1,o_00142,p_012,1,17.78,0.00,2026-06-25 09:25:50,false
o_00143_l1,o_00143,p_001,1,138.98,34.74,2026-07-18 15:33:50,false
o_00144_l1,o_00144,p_010,3,291.80,0.00,2026-07-24 20:53:50,false
o_00144_l2,o_00144,p_018,1,365.13,0.00,2026-07-24 20:53:50,false
o_00145_l1,o_00145,p_005,1,44.00,0.00,2026-07-20 20:54:50,false
o_00146_l1,o_00146,p_019,3,162.30,0.00,2026-07-14 14:01:50,false
o_00147_l1,o_00147,p_030,3,474.33,0.00,2026-06-20 14:50:50,false
o_00147_l2,o_00147,p_005,1,286.32,0.00,2026-06-20 14:50:50,false
o_00148_l1,o_00148,p_046,1,386.40,0.00,2026-07-08 17:48:50,false
o_00148_l2,o_00148,p_054,3,284.51,0.00,2026-07-08 17:48:50,false
o_00149_l1,o_00149,p_024,3,448.90,0.00,2026-07-15 06:07:50,true
o_00149_l2,o_00149,p_053,3,263.15,0.00,2026-07-15 06:07:50,true
o_00149_l3,o_00149,p_015,3,56.42,14.11,2026-07-15 06:07:50,true
o_00149_l4,o_00149,p_024,1,144.67,0.00,2026-07-15 06:07:50,true
o_00150_l1,o_00150,p_042,2,72.11,0.00,2026-07-15 12:00:50,false
o_00150_l2,o_00150,p_057,3,321.03,80.26,2026-07-15 12:00:50,false
o_00150_l3,o_00150,p_024,1,360.28,0.00,2026-07-15 12:00:50,false
o_00151_l1,o_00151,p_032,1,277.61,0.00,2026-07-22 01:44:50,false
o_00151_l2,o_00151,p_008,1,409.19,40.92,2026-07-22 01:44:50,false
o_00152_l1,o_00152,p_048,3,112.40,0.00,2026-07-06 17:07:50,false
o_00153_l1,o_00153,p_046,1,68.24,0.00,2026-07-06 19:15:50,false
o_00153_l2,o_00153,p_012,2,166.64,0.00,2026-07-06 19:15:50,false
o_00153_l3,o_00153,p_006,1,242.50,60.62,2026-07-06 19:15:50,false
o_00153_l4,o_00153,p_031,1,43.97,0.00,2026-07-06 19:15:50,false
o_00154_l1,o_00154,p_032,3,228.15,22.82,2026-06-18 23:56:50,false
o_00154_l2,o_00154,p_040,3,484.56,48.46,2026-06-18 23:56:50,false
o_00154_l3,o_00154,p_040,1,401.41,0.00,2026-06-18 23:56:50,false
o_00154_l4,o_00154,p_055,2,69.87,6.99,2026-06-18 23:56:50,false
o_00155_l1,o_00155,p_055,1,154.58,0.00,2026-07-21 09:38:50,false
o_00155_l2,o_00155,p_056,2,188.04,0.00,2026-07-21 09:38:50,false
o_00155_l3,o_00155,p_039,2,19.37,4.84,2026-07-21 09:38:50,false
o_00155_l4,o_00155,p_026,3,168.18,16.82,2026-07-21 09:38:50,false
o_00156_l1,o_00156,p_015,2,422.20,42.22,2026-06-15 21:26:50,false
o_00157_l1,o_00157,p_044,1,139.29,13.93,2026-07-17 20:34:50,false
o_00157_l2,o_00157,p_034,2,112.70,0.00,2026-07-17 20:34:50,false
o_00157_l3,o_00157,p_058,3,306.52,0.00,2026-07-17 20:34:50,false
o_00157_l4,o_00157,p_060,1,433.87,108.47,2026-07-17 20:34:50,false
o_00158_l1,o_00158,p_060,3,111.06,0.00,2026-06-20 19:23:50,false
o_00158_l2,o_00158,p_034,1,462.73,46.27,2026-06-20 19:23:50,false
o_00159_l1,o_00159,p_036,1,272.35,27.24,2026-07-21 04:01:50,false
o_00159_l2,o_00159,p_034,1,158.78,39.70,2026-07-21 04:01:50,false
o_00159_l3,o_00159,p_052,3,316.31,79.08,2026-07-21 04:01:50,false
o_00159_l4,o_00159,p_024,3,327.53,32.75,2026-07-21 04:01:50,false
o_00160_l1,o_00160,p_030,2,158.95,15.89,2026-07-03 14:17:50,false
o_00160_l2,o_00160,p_015,1,356.91,0.00,2026-07-03 14:17:50,false
o_00161_l1,o_00161,p_017,3,220.25,55.06,2026-06-26 02:04:50,false
o_00161_l2,o_00161,p_005,3,442.64,0.00,2026-06-26 02:04:50,false
o_00161_l3,o_00161,p_036,2,342.18,0.00,2026-06-26 02:04:50,false
o_00161_l4,o_00161,p_055,1,464.82,0.00,2026-06-26 02:04:50,false
o_00162_l1,o_00162,p_037,3,271.78,0.00,2026-07-25 21:13:50,false
o_00162_l2,o_00162,p_055,2,471.51,47.15,2026-07-25 21:13:50,false
o_00163_l1,o_00163,p_035,2,308.17,0.00,2026-06-16 15:37:50,false
o_00164_l1,o_00164,p_057,3,314.62,31.46,2026-06-23 22:46:50,false
o_00164_l2,o_00164,p_040,2,145.21,0.00,2026-06-23 22:46:50,false
o_00165_l1,o_00165,p_016,3,108.02,27.00,2026-06-27 15:05:50,false
o_00165_l2,o_00165,p_036,2,268.15,26.81,2026-06-27 15:05:50,false
o_00165_l3,o_00165,p_052,1,489.76,122.44,2026-06-27 15:05:50,false
o_00166_l1,o_00166,p_001,1,320.49,0.00,2026-06-26 02:12:50,false
o_00166_l2,o_00166,p_012,3,442.70,110.67,2026-06-26 02:12:50,false
o_00167_l1,o_00167,p_047,1,472.32,0.00,2026-07-23 04:45:50,false
o_00167_l2,o_00167,p_033,3,439.11,109.78,2026-07-23 04:45:50,false
o_00167_l3,o_00167,p_019,1,355.29,0.00,2026-07-23 04:45:50,false
o_00167_l4,o_00167,p_039,1,152.84,38.21,2026-07-23 04:45:50,false
o_00168_l1,o_00168,p_049,3,441.02,110.25,2026-06-30 09:50:50,false
o_00169_l1,o_00169,p_027,2,420.18,0.00,2026-07-14 15:57:50,false
o_00169_l2,o_00169,p_038,1,174.76,0.00,2026-07-14 15:57:50,false
o_00170_l1,o_00170,p_008,3,494.27,0.00,2026-07-09 16:07:50,false
o_00170_l2,o_00170,p_046,3,422.34,42.23,2026-07-09 16:07:50,false
o_00170_l3,o_00170,p_004,2,197.94,49.48,2026-07-09 16:07:50,false
o_00171_l1,o_00171,p_016,2,473.71,0.00,2026-07-25 00:14:50,false
o_00171_l2,o_00171,p_025,3,426.27,42.63,2026-07-25 00:14:50,false
o_00172_l1,o_00172,p_008,2,397.30,99.33,2026-07-06 01:14:50,false
o_00173_l1,o_00173,p_032,1,481.06,0.00,2026-07-17 22:58:50,false
o_00173_l2,o_00173,p_036,2,23.92,0.00,2026-07-17 22:58:50,false
o_00173_l3,o_00173,p_013,2,464.99,0.00,2026-07-17 22:58:50,false
o_00173_l4,o_00173,p_042,3,454.70,45.47,2026-07-17 22:58:50,false
o_00174_l1,o_00174,p_028,3,27.05,2.71,2026-06-27 00:54:50,false
o_00174_l2,o_00174,p_039,2,137.57,0.00,2026-06-27 00:54:50,false
o_00174_l3,o_00174,p_037,2,17.86,1.79,2026-06-27 00:54:50,false
o_00175_l1,o_00175,p_038,3,440.49,110.12,2026-06-14 06:25:50,false
o_00175_l2,o_00175,p_017,2,319.87,31.99,2026-06-14 06:25:50,false
o_00176_l1,o_00176,p_025,1,333.23,0.00,2026-06-27 21:31:50,false
o_00176_l2,o_00176,p_023,3,41.28,0.00,2026-06-27 21:31:50,false
o_00176_l3,o_00176,p_052,2,396.73,0.00,2026-06-27 21:31:50,false
o_00177_l1,o_00177,p_003,1,127.33,0.00,2026-06-25 00:39:50,false
o_00177_l2,o_00177,p_060,3,218.88,0.00,2026-06-25 00:39:50,false
o_00178_l1,o_00178,p_029,3,430.36,0.00,2026-06-28 06:39:50,false
o_00178_l2,o_00178,p_031,2,428.06,0.00,2026-06-28 06:39:50,false
o_00178_l3,o_00178,p_029,2,376.07,94.02,2026-06-28 06:39:50,false
o_00179_l1,o_00179,p_016,3,289.91,28.99,2026-07-17 11:39:50,false
o_00180_l1,o_00180,p_055,1,200.05,0.00,2026-07-14 14:36:50,false
o_00180_l2,o_00180,p_054,2,108.53,27.13,2026-07-14 14:36:50,false
o_00180_l3,o_00180,p_006,1,283.89,0.00,2026-07-14 14:36:50,false
o_00181_l1,o_00181,p_008,1,125.79,0.00,2026-07-13 22:00:50,false
o_00181_l2,o_00181,p_012,2,16.55,0.00,2026-07-13 22:00:50,false
o_00181_l3,o_00181,p_024,2,174.35,0.00,2026-07-13 22:00:50,false
o_00181_l4,o_00181,p_055,2,444.13,111.03,2026-07-13 22:00:50,false
o_00182_l1,o_00182,p_016,2,270.29,27.03,2026-06-19 04:54:50,false
o_00182_l2,o_00182,p_038,3,428.35,0.00,2026-06-19 04:54:50,false
o_00183_l1,o_00183,p_022,1,275.05,0.00,2026-07-09 20:08:50,false
o_00183_l2,o_00183,p_009,2,484.92,0.00,2026-07-09 20:08:50,false
o_00183_l3,o_00183,p_003,3,182.36,45.59,2026-07-09 20:08:50,false
o_00184_l1,o_00184,p_043,3,227.79,0.00,2026-06-25 18:34:50,false
o_00184_l2,o_00184,p_018,1,247.62,0.00,2026-06-25 18:34:50,false
o_00185_l1,o_00185,p_014,1,51.78,0.00,2026-07-02 23:37:50,false
o_00186_l1,o_00186,p_041,3,450.82,0.00,2026-07-19 15:10:50,false
o_00186_l2,o_00186,p_053,3,215.63,21.56,2026-07-19 15:10:50,false
o_00186_l3,o_00186,p_008,2,194.32,0.00,2026-07-19 15:10:50,false
o_00187_l1,o_00187,p_054,2,372.56,0.00,2026-06-25 08:13:50,false
o_00187_l2,o_00187,p_047,2,111.26,11.13,2026-06-25 08:13:50,false
o_00188_l1,o_00188,p_008,2,55.68,0.00,2026-07-21 10:26:50,false
o_00188_l2,o_00188,p_024,2,414.24,0.00,2026-07-21 10:26:50,false
o_00188_l3,o_00188,p_018,2,424.46,0.00,2026-07-21 10:26:50,false
o_00189_l1,o_00189,p_057,3,15.63,1.56,2026-07-02 12:39:50,false
o_00190_l1,o_00190,p_024,1,91.79,0.00,2026-07-25 00:02:50,false
o_00190_l2,o_00190,p_039,3,177.65,17.77,2026-07-25 00:02:50,false
o_00190_l3,o_00190,p_041,1,405.07,0.00,2026-07-25 00:02:50,false
o_00191_l1,o_00191,p_020,2,487.97,0.00,2026-06-15 14:02:50,false
o_00191_l2,o_00191,p_036,3,222.90,0.00,2026-06-15 14:02:50,false
o_00192_l1,o_00192,p_024,2,456.01,0.00,2026-06-14 10:50:50,false
o_00192_l2,o_00192,p_006,1,159.45,15.95,2026-06-14 10:50:50,false
o_00193_l1,o_00193,p_015,1,441.50,44.15,2026-06-30 07:50:50,false
o_00193_l2,o_00193,p_026,3,249.68,0.00,2026-06-30 07:50:50,false
o_00193_l3,o_00193,p_010,1,474.74,0.00,2026-06-30 07:50:50,false
o_00194_l1,o_00194,p_049,1,255.98,0.00,2026-07-09 17:46:50,false
o_00195_l1,o_00195,p_015,3,238.39,23.84,2026-07-08 08:45:50,false
o_00195_l2,o_00195,p_050,2,217.86,54.47,2026-07-08 08:45:50,false
o_00195_l3,o_00195,p_033,2,465.27,0.00,2026-07-08 08:45:50,false
o_00196_l1,o_00196,p_032,3,465.45,0.00,2026-06-28 14:18:50,false
o_00197_l1,o_00197,p_057,1,351.73,87.93,2026-07-25 04:50:50,false
o_00198_l1,o_00198,p_004,1,422.17,0.00,2026-06-26 22:16:50,false
o_00198_l2,o_00198,p_049,3,269.29,67.32,2026-06-26 22:16:50,false
o_00198_l3,o_00198,p_034,2,297.34,29.73,2026-06-26 22:16:50,false
o_00198_l4,o_00198,p_035,3,199.32,49.83,2026-06-26 22:16:50,false
o_00199_l1,o_00199,p_022,1,322.77,0.00,2026-07-11 02:58:50,false
o_00199_l2,o_00199,p_038,1,469.09,0.00,2026-07-11 02:58:50,false
o_00199_l3,o_00199,p_044,3,59.50,5.95,2026-07-11 02:58:50,false
o_00200_l1,o_00200,p_004,1,366.16,36.62,2026-07-05 02:35:50,false
o_00200_l2,o_00200,p_025,3,226.37,0.00,2026-07-05 02:35:50,false
o_00201_l1,o_00201,p_037,2,219.73,54.93,2026-07-07 04:57:50,false
o_00202_l1,o_00202,p_036,2,255.80,25.58,2026-07-20 21:30:50,false
o_00203_l1,o_00203,p_009,2,156.67,0.00,2026-07-09 03:01:50,false
o_00204_l1,o_00204,p_006,1,254.49,0.00,2026-06-23 03:04:50,false
o_00205_l1,o_00205,p_055,3,118.47,11.85,2026-07-27 19:42:50,false
o_00205_l2,o_00205,p_044,2,176.98,0.00,2026-07-27 19:42:50,false
o_00206_l1,o_00206,p_034,2,461.43,0.00,2026-06-18 16:24:50,false
o_00206_l2,o_00206,p_020,2,89.62,8.96,2026-06-18 16:24:50,false
o_00206_l3,o_00206,p_049,1,317.22,0.00,2026-06-18 16:24:50,false
o_00207_l1,o_00207,p_029,1,472.47,0.00,2026-07-27 22:00:50,false
o_00207_l2,o_00207,p_010,2,343.22,34.32,2026-07-27 22:00:50,false
o_00208_l1,o_00208,p_035,2,172.34,0.00,2026-07-18 00:22:50,false
o_00208_l2,o_00208,p_010,2,211.12,0.00,2026-07-18 00:22:50,false
o_00209_l1,o_00209,p_039,2,155.05,0.00,2026-06-30 08:57:50,false
o_00209_l2,o_00209,p_005,3,113.00,0.00,2026-06-30 08:57:50,false
o_00210_l1,o_00210,p_036,1,429.00,0.00,2026-07-27 06:01:50,false
o_00210_l2,o_00210,p_053,2,296.75,74.19,2026-07-27 06:01:50,false
o_00211_l1,o_00211,p_060,2,349.30,0.00,2026-07-13 09:26:50,false
o_00211_l2,o_00211,p_018,2,187.16,0.00,2026-07-13 09:26:50,false
o_00212_l1,o_00212,p_021,3,250.15,0.00,2026-07-24 21:11:50,false
o_00213_l1,o_00213,p_024,2,282.07,0.00,2026-06-15 10:35:50,false
o_00213_l2,o_00213,p_019,2,206.94,0.00,2026-06-15 10:35:50,false
o_00213_l3,o_00213,p_004,1,55.68,0.00,2026-06-15 10:35:50,false
o_00214_l1,o_00214,p_040,2,489.19,0.00,2026-07-20 07:48:50,false
o_00214_l2,o_00214,p_006,1,135.11,0.00,2026-07-20 07:48:50,false
o_00215_l1,o_00215,p_004,1,487.02,0.00,2026-07-06 03:49:50,false
o_00215_l2,o_00215,p_050,3,98.11,0.00,2026-07-06 03:49:50,false
o_00216_l1,o_00216,p_011,3,443.85,44.39,2026-06-30 08:03:50,false
o_00217_l1,o_00217,p_032,1,416.90,0.00,2026-06-25 04:16:50,false
o_00217_l2,o_00217,p_005,1,11.50,2.88,2026-06-25 04:16:50,false
o_00218_l1,o_00218,p_043,2,51.26,5.13,2026-07-03 04:33:50,false
o_00218_l2,o_00218,p_049,2,22.63,0.00,2026-07-03 04:33:50,false
o_00219_l1,o_00219,p_050,2,492.81,0.00,2026-07-11 18:27:50,false
o_00219_l2,o_00219,p_026,1,97.74,0.00,2026-07-11 18:27:50,false
o_00219_l3,o_00219,p_046,3,492.30,0.00,2026-07-11 18:27:50,false
o_00220_l1,o_00220,p_007,1,387.27,38.73,2026-06-25 02:44:50,false
o_00220_l2,o_00220,p_037,3,105.79,0.00,2026-06-25 02:44:50,false
o_00221_l1,o_00221,p_058,2,33.47,0.00,2026-06-16 06:49:50,false
o_00221_l2,o_00221,p_041,1,102.13,10.21,2026-06-16 06:49:50,false
o_00221_l3,o_00221,p_017,1,472.70,0.00,2026-06-16 06:49:50,false
o_00222_l1,o_00222,p_008,1,248.64,62.16,2026-06-20 20:46:50,false
o_00222_l2,o_00222,p_041,2,349.28,34.93,2026-06-20 20:46:50,false
o_00222_l3,o_00222,p_054,3,478.96,47.90,2026-06-20 20:46:50,false
o_00223_l1,o_00223,p_032,1,50.00,0.00,2026-07-15 06:45:50,false
o_00223_l2,o_00223,p_038,1,117.01,29.25,2026-07-15 06:45:50,false
o_00223_l3,o_00223,p_056,2,375.79,0.00,2026-07-15 06:45:50,false
o_00223_l4,o_00223,p_052,3,181.29,45.32,2026-07-15 06:45:50,false
o_00224_l1,o_00224,p_010,2,409.65,0.00,2026-07-23 15:16:50,false
o_00224_l2,o_00224,p_018,3,235.99,23.60,2026-07-23 15:16:50,false
o_00224_l3,o_00224,p_053,3,359.02,35.90,2026-07-23 15:16:50,false
o_00224_l4,o_00224,p_013,2,226.09,0.00,2026-07-23 15:16:50,false
o_00225_l1,o_00225,p_041,2,327.62,81.91,2026-06-19 19:50:50,false
o_00225_l2,o_00225,p_030,1,109.53,0.00,2026-06-19 19:50:50,false
o_00225_l3,o_00225,p_053,3,405.38,40.54,2026-06-19 19:50:50,false
o_00225_l4,o_00225,p_020,2,456.35,114.09,2026-06-19 19:50:50,false
o_00226_l1,o_00226,p_055,2,127.40,0.00,2026-07-01 02:11:50,false
o_00226_l2,o_00226,p_041,2,466.54,116.64,2026-07-01 02:11:50,false
o_00226_l3,o_00226,p_015,1,485.17,48.52,2026-07-01 02:11:50,false
o_00227_l1,o_00227,p_009,1,40.77,0.00,2026-06-21 18:29:50,false
o_00227_l2,o_00227,p_010,3,72.51,0.00,2026-06-21 18:29:50,false
o_00227_l3,o_00227,p_028,1,282.21,0.00,2026-06-21 18:29:50,false
o_00227_l4,o_00227,p_033,3,169.84,16.98,2026-06-21 18:29:50,false
o_00228_l1,o_00228,p_011,2,376.54,0.00,2026-07-13 21:35:50,false
o_00228_l2,o_00228,p_043,2,255.24,0.00,2026-07-13 21:35:50,false
o_00229_l1,o_00229,p_032,1,452.21,0.00,2026-07-16 11:12:50,false
o_00229_l2,o_00229,p_053,1,398.83,0.00,2026-07-16 11:12:50,false
o_00229_l3,o_00229,p_055,3,397.37,0.00,2026-07-16 11:12:50,false
o_00229_l4,o_00229,p_021,2,127.61,31.90,2026-07-16 11:12:50,false
o_00230_l1,o_00230,p_021,3,127.18,0.00,2026-07-08 16:37:50,false
o_00230_l2,o_00230,p_051,1,492.58,0.00,2026-07-08 16:37:50,false
o_00230_l3,o_00230,p_001,1,478.85,47.89,2026-07-08 16:37:50,false
o_00231_l1,o_00231,p_047,2,92.37,0.00,2026-07-07 05:56:50,false
o_00231_l2,o_00231,p_031,2,316.34,31.63,2026-07-07 05:56:50,false
o_00231_l3,o_00231,p_027,3,207.34,51.84,2026-07-07 05:56:50,false
o_00232_l1,o_00232,p_003,3,188.19,0.00,2026-07-19 20:38:50,false
o_00233_l1,o_00233,p_052,3,137.64,0.00,2026-07-16 15:22:50,false
o_00234_l1,o_00234,p_051,3,281.49,28.15,2026-06-29 00:17:50,false
o_00234_l2,o_00234,p_053,2,114.05,28.51,2026-06-29 00:17:50,false
o_00234_l3,o_00234,p_046,1,163.23,0.00,2026-06-29 00:17:50,false
o_00235_l1,o_00235,p_018,3,377.16,37.72,2026-07-08 08:15:50,false
o_00235_l2,o_00235,p_018,3,380.04,0.00,2026-07-08 08:15:50,false
o_00235_l3,o_00235,p_013,3,494.30,0.00,2026-07-08 08:15:50,false
o_00236_l1,o_00236,p_039,2,466.75,116.69,2026-07-08 14:19:50,false
o_00236_l2,o_00236,p_054,1,129.69,0.00,2026-07-08 14:19:50,false
o_00237_l1,o_00237,p_004,3,459.67,0.00,2026-06-30 11:04:50,false
o_00238_l1,o_00238,p_024,1,445.55,44.56,2026-07-10 15:03:50,false
o_00239_l1,o_00239,p_023,2,112.96,11.30,2026-07-20 08:52:50,false
o_00240_l1,o_00240,p_015,1,77.49,0.00,2026-06-17 07:08:50,false
o_00240_l2,o_00240,p_024,2,236.25,0.00,2026-06-17 07:08:50,false
o_00240_l3,o_00240,p_044,1,496.74,0.00,2026-06-17 07:08:50,false
o_00241_l1,o_00241,p_039,1,90.03,9.00,2026-06-13 22:22:50,false
o_00242_l1,o_00242,p_046,2,380.30,0.00,2026-07-21 01:23:50,false
o_00243_l1,o_00243,p_057,3,196.55,0.00,2026-07-15 14:53:50,false
o_00244_l1,o_00244,p_045,1,180.24,0.00,2026-07-02 16:19:50,false
o_00245_l1,o_00245,p_004,3,319.65,0.00,2026-07-25 13:54:50,false
o_00246_l1,o_00246,p_059,2,185.44,0.00,2026-06-13 16:06:50,false
o_00247_l1,o_00247,p_033,2,481.34,48.13,2026-06-30 16:44:50,false
o_00247_l2,o_00247,p_060,1,430.41,43.04,2026-06-30 16:44:50,false
o_00247_l3,o_00247,p_043,2,57.22,0.00,2026-06-30 16:44:50,false
o_00247_l4,o_00247,p_001,1,65.73,0.00,2026-06-30 16:44:50,false
o_00248_l1,o_00248,p_024,3,13.25,3.31,2026-06-16 22:40:50,false
o_00248_l2,o_00248,p_015,1,34.94,8.73,2026-06-16 22:40:50,false
o_00249_l1,o_00249,p_020,3,136.17,0.00,2026-07-22 06:14:50,false
o_00249_l2,o_00249,p_008,3,430.97,43.10,2026-07-22 06:14:50,false
o_00249_l3,o_00249,p_029,3,278.86,0.00,2026-07-22 06:14:50,false
o_00250_l1,o_00250,p_016,2,55.49,0.00,2026-06-18 07:03:50,false
o_00251_l1,o_00251,p_055,2,101.52,10.15,2026-06-17 14:23:50,false
o_00252_l1,o_00252,p_046,1,120.59,0.00,2026-06-13 18:07:50,false
o_00252_l2,o_00252,p_003,1,194.33,48.58,2026-06-13 18:07:50,false
o_00252_l3,o_00252,p_028,2,96.69,24.17,2026-06-13 18:07:50,false
o_00252_l4,o_00252,p_016,3,49.58,0.00,2026-06-13 18:07:50,false
o_00253_l1,o_00253,p_027,3,200.32,50.08,2026-07-03 03:12:50,false
o_00254_l1,o_00254,p_021,1,431.19,107.80,2026-06-28 18:03:50,false
o_00254_l2,o_00254,p_018,2,443.03,0.00,2026-06-28 18:03:50,false
o_00254_l3,o_00254,p_028,3,237.31,59.33,2026-06-28 18:03:50,false
o_00254_l4,o_00254,p_034,1,313.50,0.00,2026-06-28 18:03:50,false
o_00255_l1,o_00255,p_028,1,120.51,0.00,2026-07-02 09:17:50,false
o_00255_l2,o_00255,p_042,2,174.11,0.00,2026-07-02 09:17:50,false
o_00256_l1,o_00256,p_047,1,287.96,28.80,2026-07-18 01:57:50,false
o_00256_l2,o_00256,p_024,2,420.74,0.00,2026-07-18 01:57:50,false
o_00256_l3,o_00256,p_005,3,204.76,0.00,2026-07-18 01:57:50,false
o_00257_l1,o_00257,p_056,3,364.50,0.00,2026-07-06 02:02:50,false
o_00257_l2,o_00257,p_014,1,179.59,0.00,2026-07-06 02:02:50,false
o_00257_l3,o_00257,p_008,2,143.77,14.38,2026-07-06 02:02:50,false
o_00258_l1,o_00258,p_053,1,317.72,0.00,2026-06-18 20:51:50,false
o_00258_l2,o_00258,p_002,2,136.96,0.00,2026-06-18 20:51:50,false
o_00258_l3,o_00258,p_020,3,435.93,0.00,2026-06-18 20:51:50,false
o_00259_l1,o_00259,p_050,2,453.95,0.00,2026-07-11 20:53:50,false
o_00260_l1,o_00260,p_031,2,159.50,15.95,2026-07-19 06:39:50,false
o_00261_l1,o_00261,p_006,3,380.09,0.00,2026-07-03 15:26:50,false
o_00261_l2,o_00261,p_041,3,77.36,0.00,2026-07-03 15:26:50,false
o_00261_l3,o_00261,p_021,2,490.28,0.00,2026-07-03 15:26:50,false
o_00261_l4,o_00261,p_054,1,356.73,0.00,2026-07-03 15:26:50,false
o_00262_l1,o_00262,p_026,3,494.12,0.00,2026-06-21 18:16:50,false
o_00262_l2,o_00262,p_042,3,232.25,58.06,2026-06-21 18:16:50,false
o_00263_l1,o_00263,p_052,1,362.38,0.00,2026-06-20 19:01:50,false
o_00263_l2,o_00263,p_051,3,413.08,0.00,2026-06-20 19:01:50,false
o_00263_l3,o_00263,p_021,1,278.24,0.00,2026-06-20 19:01:50,false
o_00264_l1,o_00264,p_047,1,106.51,10.65,2026-07-14 08:46:50,false
o_00264_l2,o_00264,p_053,1,379.80,0.00,2026-07-14 08:46:50,false
o_00264_l3,o_00264,p_033,3,412.07,0.00,2026-07-14 08:46:50,false
o_00265_l1,o_00265,p_048,3,452.78,113.19,2026-06-14 18:04:50,false
o_00265_l2,o_00265,p_022,1,121.11,0.00,2026-06-14 18:04:50,false
o_00266_l1,o_00266,p_035,2,84.05,0.00,2026-07-17 15:45:50,false
o_00267_l1,o_00267,p_049,3,228.21,0.00,2026-07-18 00:17:50,false
o_00267_l2,o_00267,p_058,2,15.79,3.95,2026-07-18 00:17:50,false
o_00267_l3,o_00267,p_055,1,461.22,115.31,2026-07-18 00:17:50,false
o_00267_l4,o_00267,p_042,1,252.66,0.00,2026-07-18 00:17:50,false
o_00268_l1,o_00268,p_035,3,264.54,26.45,2026-07-21 13:24:50,false
o_00268_l2,o_00268,p_010,2,101.09,10.11,2026-07-21 13:24:50,false
o_00269_l1,o_00269,p_023,3,73.79,18.45,2026-06-25 08:57:50,false
o_00269_l2,o_00269,p_044,2,292.48,0.00,2026-06-25 08:57:50,false
o_00269_l3,o_00269,p_049,1,185.95,0.00,2026-06-25 08:57:50,false
o_00269_l4,o_00269,p_048,1,249.85,0.00,2026-06-25 08:57:50,false
o_00270_l1,o_00270,p_059,1,207.55,20.76,2026-06-16 17:37:50,false
o_00270_l2,o_00270,p_004,1,65.67,16.42,2026-06-16 17:37:50,false
o_00270_l3,o_00270,p_037,1,491.52,49.15,2026-06-16 17:37:50,false
o_00271_l1,o_00271,p_008,1,49.23,12.31,2026-07-02 12:49:50,false
o_00271_l2,o_00271,p_051,2,339.61,0.00,2026-07-02 12:49:50,false
o_00271_l3,o_00271,p_031,3,258.20,0.00,2026-07-02 12:49:50,false
o_00271_l4,o_00271,p_026,3,431.03,107.76,2026-07-02 12:49:50,false
o_00272_l1,o_00272,p_008,3,114.79,0.00,2026-07-04 04:52:50,false
o_00273_l1,o_00273,p_031,3,56.89,0.00,2026-07-03 05:36:50,false
o_00273_l2,o_00273,p_041,3,111.39,27.85,2026-07-03 05:36:50,false
o_00273_l3,o_00273,p_055,2,74.53,0.00,2026-07-03 05:36:50,false
o_00273_l4,o_00273,p_015,3,202.61,0.00,2026-07-03 05:36:50,false
o_00274_l1,o_00274,p_007,1,415.23,0.00,2026-07-25 09:59:50,false
o_00274_l2,o_00274,p_017,3,79.82,0.00,2026-07-25 09:59:50,false
o_00275_l1,o_00275,p_046,2,462.97,46.30,2026-06-29 22:30:50,false
o_00275_l2,o_00275,p_054,1,385.86,0.00,2026-06-29 22:30:50,false
o_00276_l1,o_00276,p_019,3,63.14,15.79,2026-07-10 13:08:50,false
o_00277_l1,o_00277,p_002,2,259.77,0.00,2026-06-29 12:58:50,false
o_00277_l2,o_00277,p_037,1,381.24,0.00,2026-06-29 12:58:50,false
o_00277_l3,o_00277,p_044,1,268.54,67.14,2026-06-29 12:58:50,false
o_00277_l4,o_00277,p_004,3,157.95,0.00,2026-06-29 12:58:50,false
o_00278_l1,o_00278,p_013,3,280.28,0.00,2026-06-24 06:39:50,false
o_00279_l1,o_00279,p_035,3,310.69,0.00,2026-07-10 04:46:50,false
o_00279_l2,o_00279,p_021,2,446.22,0.00,2026-07-10 04:46:50,false
o_00279_l3,o_00279,p_019,2,140.82,14.08,2026-07-10 04:46:50,false
o_00280_l1,o_00280,p_016,1,260.28,0.00,2026-07-19 17:56:50,false
